Country Name,Country Code,Series Name,Series Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,21.6564131414503,20.3035926569654,23.4571252690783,24.3746876235519,24.3272257501046,24.0199539469716,24.4530044361033,24.2382678883292,25.2404688307096,24.2718446601942,23.8937121018342,23.4965235466992,23.4241087593581,23.0381613314074,21.6064189080574,23.2692320187072,23.4656302813248,22.2024009483321,22.2133506442695,20.8594386965842,20.9289650705915,20.3575005948143,20.9009325618327,21.9386799693921,22.6634328263841,22.2910180053592,21.2513311799542,20.4273276797405,19.6312056949883,20.2661027913927
Kuwait,KWT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,7154.79311959559,7604.29838502132,7722.31519206075,7626.5690161305,8083.57681017105,8288.6723913416,8523.40328307157,9914.44578224439,11260.0968278649,4347.33958527215,1325.06570924882,..,..,..,9210.97921610654,8941.8929003023,8592.11042550915,9168.63385871278,9232.40122932382,9151.98058992051,9497.47417477427,9612.8570499361,10131.4468830408,10619.6333738999,11576.8374184432,10811.6276924127,10489.0104974948,10810.8064352167,11134.2582401319,10721.4851912708,10221.1957245678,11105.9810944168,9906.50020332454,9178.89052081327,..,..,..,..,..
Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63724.7058143604,63284.6958823665,61687.5891053405,59725.7955916545,55034.9940635163,54984.9524080532,53578.8199723184,54322.9745902508,63008.6276474117,68233.8657391902,73155.712289832,75224.8006343093,75580.9338296653,73022.9659047012,63886.2517401133,58810.4049325991,60887.683117459,61416.9784968895,58995.3699591391,56647.4374776489,54834.3917316777,54708.9798509068,50855.5529145289,51070.8184806639,49946.7312642105
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,13.9022120409478,3.84975707639011,..,..,..,22.5729136245125,21.9011124511174,21.8095876818513,23.0077640964196,23.4366753738647,24.3701723563815,25.2891564718417,26.0132121064562,26.8871668511966,28.1345403846821,30.7946995158609,30.5140457315412,28.1945948141597,28.554107980727,27.5253005985659,26.9796560363647,26.2905875075132,25.4744006479217,24.773266370561,23.1838021963582,23.2089569169229,23.1370219764444,22.368767688025,22.0892103885875,22.0224164011923
United Arab Emirates,ARE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,8089.56120816851,8299.03864644716,7582.08712230058,9333.64529316754,10040.8076623248,10774.6224037014,11281.1846685351,10905.9670523912,11871.7546051518,11170.2328272727,12124.9117909268,10890.4623331378,10820.1137987286,11355.4642502082,11463.1826687022,11511.8050695497,11558.5557324525,11223.9598551692,10870.4655281523,10057.9189915212,12172.4129369653,11462.5021092231,10568.8303473313,10286.8029780437,9698.29424121152,8716.29298068063,8127.93446294493,8367.15271036574,7572.35826350373,7215.21045969835,7190.96953115412,7481.19223794352,7604.84134000905,7648.39407339686,..,..,..,..,..
United Arab Emirates,ARE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,111454.055665407,106103.552655326,103470.924576438,98978.4746140265,100213.156225941,101570.992100177,102211.638843842,105108.996265252,100100.43565772,97698.5373953003,102494.714623558,98621.5363875226,95909.1453591507,97795.027204619,97757.8551524795,90894.8988102544,86425.8972188149,76620.3150650904,68798.4182647295,58374.6153359177,54921.7972470719,56122.5766823001,57389.3187858778,59920.1523129247,62452.1845077905,65267.4151269176,66510.8936658052,67183.6053123325,66968.2211808633,68263.6755347175
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,30.1951885681596,31.7784962411449,29.0809258353581,29.2756777650721,30.8493329561794,31.1250180634417,30.9280258798222,30.4863326222102,29.6635805168039,28.8871079817493,27.0351591079578,29.430269940976,28.5014617313995,27.9692698207009,27.0389382175218,25.3823810365917,22.9351042869163,21.3702857602629,22.0114692449859,19.8323488654893,19.0397697503711,18.5094573827043,19.2078011238178,20.0556475690671,20.0516979702415,21.0776419699804,21.4806686088848,20.7690223324057,18.390678060455,19.3295632814806
Oman,OMN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,802.930251077768,1151.76948518782,1004.66319149796,1571.04633888304,1408.49685634068,1273.04923199119,1412.9952323364,1315.75353118581,1472.54150262326,2328.30029169642,3083.73601526275,2751.75870984918,2863.38971075804,2811.09943325687,2767.65155945264,2803.88053215252,2998.07979432464,3016.59695389454,3122.27870174172,3337.30868930097,3345.46063785889,3457.60216886666,3604.6600317497,3601.48581653666,3944.40387153191,5979.04061334037,6660.3443824652,5690.18915606066,5499.19998219865,6154.47477917496,6771.20527132031,6767.61669636433,6490.21662476543,6040.61649932771,..,..,..,..,..
Oman,OMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,30333.8742810495,30789.8830867718,31873.9459915257,32351.0208237096,32411.2553896798,33168.5263097786,33683.9366794283,35508.179797054,36412.4373542253,36483.9060556951,38649.8802595693,39907.6279516964,38793.7995178212,36946.7194484677,36515.7538571654,36445.5063932914,37369.1272226406,37910.6267930107,39620.771524166,40212.0046095376,38678.9631177194,37231.9164764212,37670.6504363425,36831.073827502,34875.7829672008,34564.9230946303,34591.7165038454,33308.4843146012,32594.6903024231,31284.0163557619
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,6.57779288560931,8.30094188231778,7.52292171724302,7.32588004667715,7.53578450355983,8.56066892077956,8.66473640065598,8.89873093073525,8.66839353618499,9.74766929590607,11.0715603757188,12.2137258225528,12.8358870824608,13.28492122207,12.7825366787984,12.348412477942,15.1854899041904,15.9041858650444,15.0165983655467,15.1554872155653,15.4795357556728,16.4928688585854,17.3097377459092,16.7365901611194,16.4851739931165,16.4341207448427,16.1032602915684,15.4160182362892,15.6538718639706,15.2824363897061
